alimento,categoria,cantidad_sugerida,unidad,peso_bruto_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hc_g,fibra_g,acido_folico_ug,calcio_mg,hierro_mg,sodio_mg,azucar_equiv_g,indice_glucemico,carga_glucemica,clave,colesterol_mg,vitamina_a_ug_re,selenio_ug,categoria_grasa,azucar_por_equivalente_g,categoria_leche,peso_bruto_redondeado_g,hidratos_carbono_g,acido_ascorbico_mg,hierro_no_hem_mg,potasio_mg,fosforo_mg,indice_glicemico,carga_glicemica,etanol_g,subcategoria,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,grupo,generico,cantidad,verdura,fruta,cereal_sin_grasa,cereal_con_grasa,leguminosa,muy_bajo_aporte_grasa,bajo_aporte_grasa,moderado_aporte_grasa,alto_aporte_grasa,leche_descremada,leche_semidescremada,leche_entera,leche_con_azucar,grasa_sin_proteina,grasa_con_proteina,azucar,azucar_con_grasa,etanol,alimentos_libres_energia,kcal,proteina,lipidos,hidratos_carbono,restaurante,producto,kcal_por_equivalentes,aoambag,aoabag,aoamag,azucar_sin_grasa,verduras,frutas,leguminosas,libre
Uva roja,NA,1,taza,NA,114,76,0.7,0.4,NA,1,4.3,NA,NA,NA,NA,NA,NA,4208,NA,7.8,NA,NA,18.7,NA,120,19.6,12.1,0.3,210.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uva sin semilla,NA,1,taza,NA,87,55,0.6,0.3,NA,0.9,3.8,NA,NA,NA,NA,NA,NA,4209,NA,8.6,NA,NA,14.3,NA,92,15,3.8,0.3,167.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uva verde,NA,1,taza,NA,87,55,0.6,0.3,NA,0.9,3.8,NA,NA,NA,NA,NA,NA,4210,NA,8.6,NA,NA,14.3,NA,92,15,3.8,0.3,167.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uva verde sin semilla,NA,1,taza,NA,87,55,0.6,0.3,NA,0.9,3.8,NA,NA,NA,NA,NA,NA,4211,NA,8.6,NA,NA,14.3,NA,92,15,3.8,0.3,167.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uvas enlatadas en agua,NA,0.5,taza,NA,123,49,0.6,0.2,NA,0.8,3.7,NA,NA,NA,NA,28,3.5,4212,NA,2.5,NA,NA,11.9,NA,123,12.6,1,1.2,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xocoyol,NA,900,g,NA,225,56,0.5,0.2,NA,2.9,0,NA,NA,NA,NA,NA,NA,4213,NA,873,NA,NA,0,NA,900,14.9,58.5,9.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zapote,NA,0.25,pieza,NA,51,68,1.1,0.3,NA,1.3,0,NA,NA,NA,NA,NA,NA,4214,NA,20.7,NA,NA,0,NA,56,17.1,10.1,0.5,174.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zapote amarillo,NA,0.5,pieza,NA,94,74,1.1,0.5,NA,1,0,NA,NA,NA,NA,NA,NA,4215,NA,16.9,NA,NA,0,NA,152,18.8,55.4,2,44.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zapote blanco,NA,0.5,pieza,NA,115,81,2,0.8,NA,1.4,0,NA,NA,NA,NA,NA,NA,4216,NA,8.1,NA,NA,0,NA,152,18.5,41.5,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zapote borracho,NA,0.25,pieza,NA,45,63,0.6,0.4,NA,0.5,0,NA,NA,NA,NA,NA,NA,4217,NA,11.3,NA,NA,0,NA,75,16.3,18,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zapote negro,NA,0.5,pieza,NA,93,52,0.7,0.1,NA,1.1,0,NA,NA,NA,NA,NA,NA,4218,NA,9.3,NA,NA,0,NA,150,13.5,77.2,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zapote negro limpio,NA,0.5,taza,NA,115,64,0.9,0.1,NA,1.4,0,NA,NA,NA,NA,NA,NA,4219,NA,11.5,NA,NA,0,NA,115,16.7,95.5,1.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zarzamora,NA,1,taza,NA,144,75,1,0.9,NA,5.9,0,NA,NA,NA,NA,NA,NA,4220,NA,56.2,NA,NA,0,NA,150,18.4,30.2,0.7,282.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zarzamora congelada sin azúcar,NA,0.5,taza,NA,76,49,0.9,0.3,NA,3.8,25.7,NA,NA,NA,NA,NA,NA,4221,NA,4.5,NA,NA,8.1,NA,76,11.9,2.5,0.6,105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zarzamora en almíbar,NA,0.25,taza,NA,64,59,0.9,0.1,NA,2.2,17.3,NA,NA,NA,NA,NA,NA,4222,NA,7,NA,NA,12.6,NA,64,14.8,1.8,0.4,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alubia cocida (chica o grande),NA,0.5,taza,90,90,124,8.7,0.3,NA,5.6,NA,NA,NA,5.4,NA,NA,NA,5001,NA,NA,1.2,NA,0.3,NA,NA,22.5,NA,3.3,502.1,101.1,28,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alubia cruda (chica o grande),NA,35,g,35,35,117,8.1,0.3,NA,5.3,NA,NA,NA,5.6,NA,NA,NA,5002,NA,NA,4.5,NA,0.7,NA,NA,21.1,NA,3.7,628.3,105.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alubia enlatada guisada,NA,0.333,taza,86,86,99,6.3,0.3,NA,4.2,NA,NA,NA,299.9,NA,NA,NA,5003,NA,NA,1.4,NA,0.3,NA,NA,18.3,NA,2.6,392.5,78.7,52,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alubia germinada,NA,1,taza,190,190,63,9.1,1.1,NA,NA,NA,NA,NA,13.3,NA,NA,NA,5004,NA,NA,1.1,NA,NA,NA,NA,8.9,NA,1.7,368.6,72.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alverjón o chícharo seco crudo,NA,35,g,35,35,119,8.6,0.4,NA,NA,NA,NA,NA,5.3,NA,NA,NA,5005,NA,NA,0.6,NA,2.8,NA,NA,21.1,NA,1.6,343.4,128.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alverjón o chícharo seco cocido,NA,0.5,taza,98,98,116,8.2,0.4,NA,NA,NA,NA,NA,2,NA,NA,NA,5006,NA,NA,0.6,NA,2.8,NA,NA,20.7,NA,1.3,354.8,97,22,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chícharo germinado cocido,NA,0.5,taza,103,103,100,7.2,0.5,NA,NA,NA,NA,NA,3.1,NA,NA,NA,5007,NA,NA,0.6,NA,NA,NA,NA,17.5,NA,1.7,274.7,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frijol germinado cocido,NA,1,taza,124,124,97,8.8,1,NA,10.7,NA,NA,NA,17.4,NA,NA,NA,5008,NA,NA,0.7,NA,NA,NA,NA,18.6,NA,2.6,393.1,127.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frijol germinado crudo,NA,1.5,taza,156,156,105,9.6,1.1,NA,NA,NA,NA,NA,20.3,NA,NA,NA,5009,NA,NA,0.9,NA,NA,NA,NA,20.4,NA,3,478.9,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frijol molido,NA,0.333,taza,73,73,96,6.4,0.4,NA,6.3,NA,NA,NA,0.8,NA,NA,NA,5010,NA,NA,0.9,NA,0.2,NA,NA,17.2,NA,1.5,257.7,101.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frijol promedio cocido,NA,0.5,taza,86,86,114,7.6,0.5,NA,7.5,NA,NA,NA,1,NA,NA,NA,5011,NA,NA,1,NA,0.3,NA,NA,20.4,NA,1.8,305.3,120.4,43,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frijol promedio crudo,NA,35,g,35,35,119,7.6,0.5,NA,5.3,NA,NA,NA,1.8,NA,NA,NA,5012,NA,NA,1.1,NA,0.7,NA,NA,21.8,NA,1.8,519.1,123.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frijoles enteros enlatados,NA,0.5,taza,128,128,108,6.7,0.8,NA,6.8,NA,NA,NA,378.9,NA,NA,NA,5013,NA,NA,1.2,NA,2.4,NA,NA,18.6,NA,1.5,303.4,115.2,45,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frijoles refritos caseros o enlatados,NA,0.333,taza,75,75,95,4.1,4.1,NA,7.1,NA,NA,NA,237,NA,NA,NA,5014,NA,NA,2.4,NA,3,NA,NA,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gandul,NA,40,g,40,34,118,6,0.6,NA,2.9,NA,NA,NA,5.8,NA,NA,NA,5015,NA,NA,1,NA,NA,NA,NA,22.7,NA,1.7,473.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garbanzo cocido,NA,0.5,taza,82,82,135,7.3,2.1,NA,6.3,NA,NA,NA,5.5,NA,NA,NA,5016,NA,NA,3,NA,4,NA,NA,22.5,NA,2.4,238.5,138,31,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garbanzo crudo,NA,35,g,35,35,127,6.8,2.2,NA,6.1,NA,NA,NA,8.4,NA,NA,NA,5017,NA,NA,2.9,NA,3.7,NA,NA,21.2,NA,2.2,306.3,128.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garbanzo enlatado,NA,0.5,taza,120,120,143,6,1.4,NA,5.3,NA,NA,NA,359,NA,NA,NA,5018,NA,NA,3.4,NA,NA,NA,NA,27.2,NA,1.6,206.5,108,42,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haba seca cocida,NA,0.5,taza,85,85,94,6.5,0.3,NA,4.6,NA,NA,NA,4.3,NA,NA,NA,5019,NA,NA,2.2,NA,1.5,NA,NA,16.7,NA,1.3,281.4,106.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haba seca cruda,NA,0.25,taza,38,38,128,9.8,0.6,NA,9.4,NA,NA,NA,4.9,NA,NA,NA,5020,NA,NA,3.1,NA,2.1,NA,NA,21.9,NA,2.5,398.3,157.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harina de frijol,NA,3,cucharada,33,33,110,7.4,0.7,NA,1.5,NA,NA,NA,2.6,NA,NA,NA,5021,NA,NA,4.2,NA,NA,NA,NA,19.4,NA,4.4,480.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harina de garbanzo,NA,3,cucharada,33,33,117,6.6,2.2,NA,1.5,NA,NA,NA,8.5,NA,NA,NA,5022,NA,NA,3.9,NA,NA,NA,NA,18.7,NA,2.3,287.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harina de haba,NA,3,cucharada,33,33,114,9.1,0.6,NA,0.6,NA,NA,NA,4.3,NA,NA,NA,5023,NA,NA,3.9,NA,NA,NA,NA,19.1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harina de lenteja,NA,3,cucharada,33,33,108,8.1,0.5,NA,1.3,NA,NA,NA,0,NA,NA,NA,5024,NA,NA,3.9,NA,NA,NA,NA,18.5,NA,6.6,NA,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harina de soya,NA,4,cucharada,25,25,108,9.3,5.1,NA,2.4,NA,NA,NA,2.9,NA,NA,NA,5025,NA,NA,1.8,NA,NA,NA,NA,7.8,NA,1.6,500,116.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harina de soya baja en grasa,NA,4,cucharada,25,25,91,12.2,2.2,NA,2.4,NA,NA,NA,4.4,NA,NA,NA,5026,NA,NA,2.3,NA,2.5,NA,NA,7.5,NA,1.5,629.7,145.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harina de soya sin grasa,NA,4,cucharada,22,22,81,11.2,1.5,NA,2.1,NA,NA,NA,2,NA,NA,NA,5027,NA,NA,13,NA,4.4,NA,NA,7.9,NA,1.3,459.8,148.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hummus,NA,5,cucharada,75,75,125,5.9,7.2,NA,4.5,NA,NA,NA,284.3,NA,NA,NA,5028,NA,NA,NA,NA,NA,NA,NA,10.7,NA,1.8,171,132,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ibes o haba de lima cocido,NA,0.5,taza,85,85,105,5.8,0.3,NA,4.5,NA,NA,NA,14.5,NA,NA,NA,5029,NA,NA,1.7,NA,1.4,NA,NA,20.1,NA,2.1,484.5,110.5,32,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ibes o haba de lima crudo,NA,90,g,90,90,102,6.2,0.8,NA,4.4,NA,NA,NA,7.2,NA,NA,NA,5030,NA,NA,1.6,NA,1.3,NA,NA,18.2,NA,2.8,420.3,122.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lenteja cocida,NA,0.5,taza,99,99,115,9,0.4,NA,7.8,NA,NA,NA,2,NA,NA,NA,5031,NA,NA,2.8,NA,1.8,NA,NA,20,NA,3.3,365.5,178,26,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lenteja cruda,NA,35,g,35,35,124,9,0.4,NA,10.7,NA,NA,NA,2.1,NA,NA,NA,5032,NA,NA,2.9,NA,0.7,NA,NA,21,NA,2.6,334.3,157.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miso (soybean paste),NA,60,g,60,60,120,7.1,3.6,NA,3.2,NA,NA,NA,2237.1,NA,NA,NA,5033,NA,NA,0,NA,3.6,NA,NA,15.9,NA,1.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soya cocida,NA,0.333,taza,57,57,98,9.4,5.1,NA,3.4,NA,NA,NA,0.6,NA,NA,NA,5034,NA,NA,4.1,NA,1.7,NA,NA,5.6,NA,2.9,292.3,139.1,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soya texturizada,NA,30,g,30,30,95,11.6,0.9,NA,5.4,NA,NA,NA,3.2,NA,NA,NA,5035,NA,NA,0.2,NA,NA,NA,NA,11.7,NA,3.6,577.5,193.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acelga cruda,NA,2,taza,NA,98,22,2.2,0.1,NA,3.6,14.8,NA,NA,NA,NA,64,2.7,6001,NA,310.9,NA,NA,NA,NA,120,4.3,29.5,2.5,749.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acelga picada cocida,NA,0.5,taza,NA,72,19,1.9,0.1,NA,2.1,10.1,NA,NA,NA,NA,64,2.5,6002,NA,275.8,NA,NA,NA,NA,72,3.9,17.9,1.4,654.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcachofa mediana cocida,NA,1,pieza,NA,48,25,1.4,0.2,NA,4.1,42.7,NA,NA,NA,NA,NA,NA,6003,NA,0.5,NA,NA,NA,NA,120,5.7,3.6,0.3,137.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apio cocido,NA,0.75,taza,NA,113,20,0.9,0.2,NA,1.8,24.8,NA,NA,NA,NA,NA,NA,6004,NA,29.3,NA,NA,NA,NA,113,4.5,6.9,0.5,319.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apio crudo,NA,1.5,taza,NA,135,22,0.9,0.2,NA,2.5,48.5,NA,NA,NA,NA,NA,NA,6005,NA,29.7,NA,NA,NA,NA,152,4,4.2,0.3,350.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arúgula cruda,NA,4,taza,NA,80,20,2.1,0.5,NA,3.5,77.6,NA,NA,NA,NA,NA,NA,6006,NA,95.2,NA,NA,NA,NA,80,2.9,12,1.2,295.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
